id,label
1415728,"M. Kearns"
596528,"Y. Shi"
1710638,"Uzay Kaymak"
1022517,"Shankar Krishnan"
432694,"Lynne Blair"
1153591,"M. Rak"
760376,"Richard Waldinger"
334393,"Bertrand Neveu"
301626,"G. Nikiforidis"
1612349,"Stéphane Faulkner"
825921,"Christian Rechberger"
137794,"Tulika Mitra"
1186371,"Marco Di Renzo"
1153607,"Marina Zanella"
1612360,"Luigi Cerulo"
1317452,"Alicia Fornés"
301646,"David Andrew Naumann"
1415762,"Fu Lai Chung"
760402,"Jean Ponce"
1186394,"André Ricardo Backes"
301661,"V. G. Ganzha"
1153641,"Jiman Hong"
662121,"Jie Bao"
891503,"Junehwa Song"
1120883,"N. Mladenović"
924275,"M. Graziano"
1612405,"Massimo Paolucci"
432761,"Brenda Kienan"
989820,"Marian Gheorghe"
1317501,"Minho Lee"
793216,"Dietrich Van der Weken"
1219201,"Anatasios D. Doulamis"
105091,"L. M. Luo"
1383045,"William Bolosky"
1088139,"Bu-Sung Lee"
1710733,"Sofiène Tahar"
957074,"Sang Ahn"
1153686,"H B. Hunt, III"
105113,"R. Marfil"
1481373,"Helmut Alt"
1383073,"H W. Six"
39587,"I. L. Traiger"
1219240,"N. Ntarmos"
989867,"D. Binkley"
1317551,"Jong-Hyouk Lee"
236208,"Thomas Lukasiewicz"
760499,"T. Dey"
531124,"John Leaney"
465589,"S. Levialdi"
39609,"Regina Bernhaupt"
1383102,"A. L. Wendelborn"
1448656,"Yong Chen"
858833,"Xiaohui Zhao"
924372,"Mustafa Mat Deris"
1678039,"Thad Starner"
1252057,"Barbara Chapman"
432864,"W. Kaiser"
793313,"Stephanie Elzer"
924391,"M. T. Lopez"
1678057,"M. Bertini"
1153769,"Gaël Varoquaux"
957166,"A. Epureanu"
301809,"Peter Benner"
236277,"Miquel Feixas"
1612537,"R. Doallo"
1284858,"Gerhard Tröster"
596734,"L.-d. Wu"
1284863,"Christian Heath"
1121023,"Mark Richters"
105217,"Olivier Festor"
465666,"Waldemar Hummer"
1383170,"David K. McGookin"
563972,"Basilio B. Fraguela"
1055498,"D Gries"
1055502,"P. Arenas"
596752,"Ivo Düntsch"
301840,"Matthew Flatt"
924437,"S. A. Clark"
301850,"F Fages"
662301,"Apostolos Axenopoulos"
531238,"Steven Versteeg"
498473,"Jan Van den Bergh"
334637,"Bjorn B. Brandenburg"
72495,"Masaki Aida"
826163,"Ossi Taipale"
72503,"Keith D. Cooper"
1088313,"Ronald Hartung"
1547069,"S. Prabhakar"
1547071,"Andreǐ A. Krokhin"
1678148,"Enrico Bertini"
301896,"Besma Abidi"
72521,"Larry Carter"
957258,"Erez Zadok"
564043,"Michel Simonet"
6988,"Feifeng Zheng"
793428,"WenSheng Chen"
367446,"J. F. Cremer"
1055576,"L. Atallah"
1514334,"Ozcan Ozturk"
1612638,"Yasushi Mae"
1481566,"Nicola Ferro"
269152,"Daniele Borghesani"
891746,"Marcelo Campo"
465763,"George F. Hurlburt"
7018,"Nan Wu"
1121131,"Peter Achten"
236395,"D. Halperin"
1252205,"Christopher Krügel"
1645421,"Scott A. Mahlke"
564074,"Manuel Ferre"
203627,"J. Henrard"
1612660,"B Presley"
1612662,"Hong Zhao"
1645432,"Xiaoyong Du"
1612665,"K Srinathan"
1416058,"Serena Villata"
662402,"Mahmoud Barhamgi"
662407,"Hanqing Lu"
203655,"Haris Lekatsas"
826248,"José P. Molina"
1416072,"L. de Macedo Mourelle"
367501,"Haixun Wang"
1350541,"Soochang Park"
1547151,"Paul W. Fieguth"
727949,"James Pita"
1612691,"Alexander Taubin"
1121175,"J. Schoukens"
498585,"Michael J. O'Grady"
400290,"J. Touriño"
301988,"Kerstin Dautenhahn"
498596,"Pat Morin"
498599,"Alejandro Quintero"
498602,"Yoshifumi Kitamura"
1481643,"A. Ferro"
891837,"Zbigniew Telec"
1612734,"Jaakko Peltonen"
1153983,"Pedro Larrañaga"
564160,"Lawrence Rauchwerger"
564161,"Jean-Marc Andreoli"
859070,"Wanshan Wang"
334792,"Rodolfo Azevedo"
564175,"Ana Simonet"
1514450,"N. C. Beaulieu"
1121238,"Don Towsley"
564183,"Till Mossakowski"
236516,"Míriam López"
793575,"Alan Gara"
1154024,"Jun Adachi"
400362,"R. Weiner"
39918,"José R. Paramá"
1219569,"Kostantinos Tarabanis"
465906,"F. Casati"
1612788,"Tom P. J. Wild"
1612790,"Assaf Schuster"
1612792,"V. Székely"
433149,"Hui Liu"
236546,"Hugues Fauconnier"
465923,"Matthias Rehm"
236548,"Paolo Romano"
1678341,"B. Bougard"
1285127,"Scott Alan Klasky"
793608,"Oege de Moor"
203787,"Henri Casanova"
1285147,"D. Sitaram"
1088541,"Marco Tomassini"
1416227,"Arie Kaufman"
1514533,"Maria J. Martin-Bautista"
826407,"Ken Barker"
826408,"K. Barker"
662569,"Jakub Kurzak"
1612845,"Wei Hua"
1678382,"Jeremy G. Siek"
1383471,"Patrick Olivier"
531506,"Guohong Cao"
1154100,"M. Ould-Khaoua"
1186869,"Anselmo Antunes Montenegro"
1285176,"Eduard Gröller"
1612857,"Sudeep Pasricha"
990265,"Sylvia Ratnasamy"
531514,"Elena Ferrari"
1285177,"Yasuo Narukawa"
1285191,"Seiki Akama"
400456,"S. Reda"
1416266,"Jessica Lin"
7245,"Amelia Zafra"
1481807,"Leonard J. Bass"
1186896,"Ming Gu"
466001,"S Yalamanchili"
40021,"Peter Lourekas"
1212840,"B. Rouzeyre"
466007,"Nobuyuki Otsu"
891992,"Cheng-Te Li"
1088600,"Mong Li Lee"
72790,"A E Blandford"
728155,"Albert Orriols-Puig"
1678422,"O. Nevalainen"
1285213,"Kiyoshi Akama"
7260,"O. Villa"
564324,"Hendrik P.A. Lensch"
531557,"José Augusto Suruagy Monteiro"
892007,"S. K. Gupta"
498791,"J-L. Danger"
1416301,"Susumu Tachi"
1678453,"Andrés Montoyo"
662645,"Alexander Ferrein"
662647,"Jakub Lokoc"
564344,"J. Urquiza-Fuentes"
400502,"A. Ingólfsdóttir"
1678458,"Giovanni Quattrone"
1514614,"Stephen A. Brewster"
957565,"Jean-Claude Paul"
1154176,"Toshimitsu Masuzawa"
1481859,"Alexandre Mota"
334987,"Gianluca Tempesti"
957580,"Chih Jeng Kenneth Tan"
171147,"Luís Duarte"
1612939,"G. Székely"
662672,"Jongmoo Choi"
400532,"Yoonsik Uhm"
171156,"Yumi Takizawa"
498838,"P. John Clarkson"
466072,"Paul J. M. Havinga"
367769,"Shaohui Liu"
1547420,"Joan Serra-Sagristà"
1481887,"Sylvain Lazard"
498849,"Reiko Heckel"
236707,"Andrew Crossan"
1318055,"Cindy Grimm"
171177,"José Santos-Victor"
629932,"Stefania Bandini"
105647,"Buntarou Shizuki"
7348,"Frank Steinicke"
1154229,"Bastian Leibe"
335031,"Oliver Hummel"
793790,"Katharina Scheiter"
1154238,"Jose Hernandez-Orallo"
1449150,"Tommi S. Jaakkola"
1645767,"Pasquale Pagano"
662728,"Shinobu Nagayama"
793801,"Ranjit Jhala"
1383625,"Serkan Kiranyaz"
400586,"N. Boudriga"
302287,"Sven G. Kratz"
105681,"Sarah Beecham"
498903,"Mark J. Carman"
793817,"C. Ghedira"
203993,"Vikram Srinivasan"
793819,"Bart De Moor"
302299,"Shoji Kajita"
531677,"Tien Nguyen"
1285341,"Yi Zhu"
531679,"Tung Thanh Nguyen"
302303,"Ki Hwan Yum"
335067,"Takeo Igarashi"
105697,"R. Marín"
204003,"Alexandre Bergel"
1252576,"Alberto Suárez"
1252580,"Betty Joan Salzberg"
367847,"Fangchun Yang"
1350893,"Mohan R Tanniru"
531696,"M Glesner"
695537,"Benoît Delahaye"
171248,"J. S. Valacich"
1645811,"Michele Pagano"
957685,"Chew L Tan"
990454,"Harold Ossher"
1285369,"Alan H. Borning"
728313,"Manuel Fernández-Veiga"
761086,"Tamer Ragheb"
597247,"Phillip J. Brooke"
1514756,"Naoyuki Tokuda"
138502,"Nikos Komodakis"
1383690,"S. Khuller"
1449228,"Hidemoto Nakada"
1219852,"Andreas Züfle"
990480,"C. A.  L. Lisboa"
105745,"Xuanzhe Liu"
1121553,"Igor Chikalov"
1678609,"Zeev Nutov"
269588,"Scot Ober"
269584,"Stephen Linkman"
728342,"Erik Elmroth"
728343,"Thomas A. Stellman"
1088792,"S. Dwarkadas"
826649,"Claudio A. Ardagna"
1678611,"György Vaszil"
1121557,"Bernhard Scholz"
204065,"John Debenham"
1482019,"David H. Marshall"
1514788,"Bin Xie"
302373,"Shaoping Ma"
1580325,"Daesung Moon"
1449256,"Stephen Guy"
1121577,"Samar Abdi"
1154353,"N V Murray"
1678651,"M. A. Savelonas"
597307,"Hassan Gomaa"
564543,"Shunsuke Inenaga"
1678655,"M. Violante"
1350979,"Mi-Jung Choi"
564550,"J. J. M. Trienekens"
826698,"Péter Völgyesi"
138572,"Marco Loog"
367948,"Hugo Nicolau"
1678669,"R. Stoleru"
1088850,"Joemon Jose"
1285459,"Cristina Silvano"
1285461,"G O Katona"
1449304,"P. Rogaway"
1645912,"William A Wulf"
1711452,"E. Ayguadé"
990558,"D. M. Bătinetu-Giurgiu"
400736,"Rosario Pugliese"
269665,"Franz Franchetti"
892257,"Nico Roos"
957796,"Tarek Sheltami"
1383782,"Dieter Kratsch"
73063,"V. E. Levit"
1219947,"Thomas Bernecker"
7534,"Andrea Arcuri"
1023343,"Wesley De Neve"
40303,"G Turán"
1449331,"Constantine Stephanidis"
1711476,"Dieter Rautenbach"
1121653,"J F Paris"
892279,"Tovi Grossman"
302456,"Josep Blat"
1580409,"Václav Snáel"
302460,"Paul E. Debevec"
73087,"Mario G. Piattini"
1088895,"Y. Kohayakawa"
302463,"S. Christodoulakis"
531841,"B. G. Park"
400767,"Juan Carlos Nieves"
1154436,"Benoît Garbinato"
1645957,"Juan M. Estevez-Tapiador"
1088902,"Fabio Kon"
1121666,"L. M. G. Feijs"
7561,"Moti Yung"
1285516,"Wolfgang Ketter"
1580434,"Paul Stodghill"
400787,"Nikolaos Laoutaris"
761236,"Doo-seop Eom"
73109,"Wolfgang Heidrich"
1645975,"Yonghong Yan"
40346,"R. Furukawa"
1711514,"Joseph Insley"
1482146,"Zhu Han"
794020,"Sergey A. Sosnovsky"
728487,"Alberto L. Morán"
564647,"Franco Turini"
531883,"C. Chuang"
1154476,"O. G. Plata"
1088953,"Giovanni Stea"
1023424,"Sean Curtis"
368067,"Dagmar Kern"
368070,"K. Chuang"
1154509,"Marco Caccamo"
957903,"Jorge Martinez-Bauset"
1580496,"A. A. F. Loureiro"
794065,"Olivier Hudry"
663007,"Ivan Blecic"
1285601,"Pingxiang Li"
531938,"Eti Ezra"
368103,"Shell-Ying Huang"
1089001,"Alicia Vargas"
1318380,"Antonín Kučera"
1056238,"S. Affes"
433648,"Takeshi Tokuyama"
499196,"Xuehui Liu"
7682,"Robert Gray"
957972,"Bipul Paul"
630297,"M. A. Redondo"
1220122,"Debnath Bhattacharyya"
368157,"Dennis Shasha"
237086,"Hironobu Takagi"
204319,"Pasi Liljeberg"
335392,"M. E. Papka"
728610,"D. Anagnostopoulos"
990756,"Michael Mueller"
630313,"Paolo Santi"
663087,"Martino Ruggiero"
204337,"S Danicic"
269874,"Peter Quax"
433714,"Shingo Mabu"
597556,"L. Claesen"
663100,"Jane Sleightholme"
794177,"Matteo Casadei"
106053,"James Caverlee"
1678920,"Sang Won Bae"
826956,"Wang-Chiew Tan"
1121874,"David Powell"
1318494,"R. J. F. Cramer"
728677,"Liang-Tien Chia"
1613414,"S. Ducasse"
40558,"S. Teng"
368244,"Raghu Ramakrishnan"
1515126,"Maria-Florina Balcan"
827003,"A. Shokoufandeh"
532093,"Steven D. Gribble"
663167,"Juan Jose Pantrigo"
368258,"K Ikeuchi"
1678980,"Sivaji Bandyopadhyay"
1351303,"E. D. Jensen"
466568,"Hugh C. Davis"
499335,"Manojkumar Krishnan"
1121927,"Ingrid Verbauwhede"
73355,"James G Oxley"
990857,"Anthony R. Dick"
1154695,"S. J. Young"
237197,"Shin Min Kang"
1646223,"Tomáš Skopal"
1023640,"Tetsuo Yamabe"
1482392,"Arturo Azcorra"
1449626,"Raluca Rob"
1384097,"Beichuan Zhang"
1253026,"Yoichi Hayashi"
499362,"Petr Kouznetsov"
1253028,"Yusuke Hayashi"
1089189,"F Neri"
859817,"E. A. Fox"
1679017,"Shlomi Dolev"
532138,"Anil K. Jain"
73389,"Leon N. Cooper"
761523,"Nizar Bouguila"
401078,"Daniel A Mange"
1679031,"Julia Case Bradley"
433847,"J. Bang-Jensen"
728761,"Marco Anisetti"
1613500,"Leszek Gąsieniec"
1613502,"Florentino Fdez-Riverola"
728767,"R. Rongo"
1711810,"Cheng-Hsin Hsu"
859843,"Henry Fuchs"
532167,"Song Chun Zhu"
663240,"Edmond W.  W. Chan"
1679053,"T. Aaron Gulliver"
368340,"Ulrich Faigle"
1547989,"Leslie Carr"
335578,"Flemming Nielson"
1318620,"Alessandra Di Pierro"
368349,"Fangguo Zhang"
1154785,"Ruy Luiz Milidiú"
1482470,"Raoul Rivas"
1154791,"Ondrej Lhotak"
564968,"Eerke A. Boiten"
1482472,"Shiming Xiang"
827113,"César Kunz"
1122030,"Paul Rosenbloom"
401134,"Ozgur Sinanoglu"
368373,"Michael Biehl"
1711863,"A. Hadid"
1089286,"Anand Sivasubramaniam"
565000,"Andrea Corradini"
597769,"P. D. Tsanakas"
433930,"Nelson Luiz Passos"
892685,"Marcus Magnor"
73489,"Rami G. Melhem"
696081,"Moe Z. Win"
499473,"S. Merler"
1711895,"Yusuke Gotoh"
1613592,"Giuseppe Amato"
1122075,"Jean-Sébastien Coron"
1416988,"H M Deitel"
1154844,"W H Murray"
1679134,"Richard Maclin"
433951,"Mohamed A. Sharaf"
1154845,"Walter Murray"
1285924,"N. Azemard"
401192,"Mary Jean Harrold"
1482540,"Luís Veiga"
532268,"Qiaoming Zhu"
40750,"P Stenström"
433975,"R A Kemmerer"
1023800,"William Enck"
73529,"Radomir S. Stankovic"
499511,"Seungjo Han"
1154876,"Yue Kou"
827196,"J. Hennebert"
761664,"D. J. Sandin"
1482560,"Kristy Elizabeth Boyer"
1351496,"Patrick Valduriez"
1417034,"Paul Clough"
401226,"Roberto Revetria"
761680,"Mark Hill"
728912,"Dalei Wu"
1580881,"Tughrul Arslan"
106320,"Wenyun Zhao"
1417044,"Mauro Conti"
1679188,"Marzena Kryszkiewicz"
106334,"Giovanni Abramo"
1646431,"R. Radhakrishnan"
597854,"Zita A. Vale"
761697,"Christos Davatzikos"
1220451,"Guillermo R. Simari"
1613673,"Abdulmotaleb El Saddik"
565102,"Sasanka Roy"
794479,"Danny Dig"
1482608,"G. Gogniat"
1482606,"Stefan Agamanolis"
761719,"William Freitas"
1417080,"Domingo Lopez-Rodriguez"
73594,"C. Kaklamanis"
1646461,"Seiji Kajihara"
237438,"Sam Toueg"
1417088,"Serafino Cicerone"
1089409,"Stefania Perri"
1351554,"Jacqueline Chame"
1351565,"C. Atkinson"
1482640,"Bart Mesman"
565140,"Keqiu Li"
204693,"Y. A. Dimitriadis"
1286038,"M. Miquel"
106388,"Costin Cepisca"
794522,"Yongsheng Ding"
1679259,"N. Tillmann"
761756,"Erwin Leonardi"
1351579,"Dana H. Ballard"
270239,"Xing Xie"
597922,"Geert Dick Albada"
1154980,"M. A. Viergever"
270247,"Roeland Ordelman"
1286061,"G. Castellano"
270255,"H. J. Broersma"
761777,"Marco Pistore"
73658,"Michel Beaudouin-Lafon"
1155007,"Yusuke Nojima"
1056703,"Alejandro Pazos"
73667,"Kanemitsu Ootsu"
729027,"Shengli Wu"
335811,"L. Anghel"
1253321,"Karl Doerner"
1351625,"Christos H. Papadimitriou"
204746,"Christian Theobalt"
1351627,"G. Dedene"
73684,"Vincent Villain"
1679319,"A. Bostan"
1482712,"Joaquín Torres-Sospedra"
1187801,"N. A. Dodgson"
1548250,"Satyandra K. Gupta"
106456,"Krishnamurty Muralidhar"
827359,"Noor Habibah Arshad"
958432,"Nicola Cordeschi"
1056738,"F. M. Kirillova"
499687,"Sunggu Lee"
40935,"James Power"
368616,"Scott E. Hudson"
1679342,"Jean Bacon"
565235,"H. -C. Scheer"
368629,"Christine Julien"
1155063,"Mauro Biagi"
1187832,"G. Squillero"
1384441,"Mary Anne Poatsy"
1187835,"Yi Pan"
172028,"Hongyu Chen"
598012,"Parimala Thulasiraman"
1548289,"Rogério de Lemos"
1122308,"Aly A. Farag"
466955,"Graeme P. Penney"
860176,"James C. French"
434194,"Laurent Doyen"
368663,"Matt Jones"
630810,"Dan Harkey"
1581083,"L. Candy"
335900,"Yuji Matsumoto"
73758,"Martin Farach-Colton"
1155108,"Fredrik Dahlgren"
598054,"Isabelle Bloch"
401451,"Otfried Cheong"
1581102,"Simone Marinai"
630831,"Jens Gramm"
499760,"Pu Liu"
1286194,"G. J. F. Jones"
1089586,"A. Fernandez"
1482806,"Kazuo Iwama"
532535,"Liming Zhu"
1581110,"Francisco Casacuberta"
1417271,"Geoff Sutcliffe"
1482810,"Toru Nakanishi"
1187900,"Gilles Fedak"
663614,"Omar Boussaid"
1122366,"Rathindra Sarathy"
1089600,"Marco Maggini"
1024067,"M E Dyer"
1122371,"Alan W. Colman"
860232,"S. Bandyopadhyay"
860236,"S. Bandyopadhyay"
237646,"Yong Zhang"
73808,"Snehasis Mukhopadhyay"
729170,"Lisa F. Rau"
1613907,"Wilson John W."
1417305,"Hala Skaf-Molli"
1155166,"H. M. Bücker"
827487,"P. Dutta"
1712227,"Miquel Oliver"
565353,"Jari Porras"
1351785,"Jude W. Shavlik"
499823,"Dominique Cansell"
532595,"P. Kokol"
1056884,"Miyuki Koshimura"
8311,"Chin-Ngai Sze"
532601,"Gonzalo Navarro"
1384570,"Xiapu Luo"
1056891,"Vojislav B. Mišić"
1351802,"Ke Yi"
532606,"Sebastian Stober"
1613951,"Bernardete Ribeiro"
270464,"Junyoung Heo"
1581184,"Johan Pouwelse"
532607,"Petra Mutzel"
1056899,"Nathan Keller"
8318,"Kiyoung Choi"
1482886,"Christoforos Kozyrakis"
1712263,"Mario Bravetti"
1613961,"E. Gómez Sánchez"
41102,"Youzou Miyadera"
1253520,"J. von Wright"
1155217,"B. Demoen"
1155223,"Douglas M. Blough"
41112,"Sandip Sen"
1122457,"Wojciech Jarosz"
41116,"Subhabrata Sen"
925856,"Wojciech Mazurczyk"
1351842,"Chih-Wei Yi"
991396,"S. Khanna"
401577,"E. Angel"
762025,"J. J. Merelo"
499883,"Md. Endadul Hoque"
499885,"Jianchao Han"
1679533,"Ricardo B. C. Prudêncio"
1351855,"Abdelmajid Khelil"
565423,"Philippe Bekaert"
1515697,"Xue Wang"
1024178,"Laura Carrington"
794803,"Michael Kaminsky"
434356,"Jie Chen"
41141,"M. Proietti"
565430,"Eisuke Hanada"
1024181,"Yi Yao"
794804,"Murali Ramanathan"
1417399,"Ignas G. Niemegeers"
1384635,"B. R. Cowan"
1450174,"A. Bottrighi"
8386,"Heiko Schuldt"
565442,"G. Moerkotte"
1024194,"Bruce Walter"
925896,"Zhuo Li"
8392,"Hailong Sun"
1056971,"Toshio Kodama"
1155276,"Thomas Hérault"
1351887,"Joachim Kimmerle"
8400,"Li Shang"
991440,"Hai Wang"
893139,"Yoshio Tanaka"
1319126,"Carlos A. Coello"
762072,"Guangming Tan"
565464,"E. Nett"
1450202,"Danushka Bollegala"
1122522,"Anand Tripathi"
991451,"D. M. Hart"
762077,"Christian Buckl"
1253598,"Man Lung Yiu"
1482973,"Hideyuki Nakanishi"
1351904,"Sangho Yi"
958690,"Jaap Ham"
139496,"Yoshiki Higo"
8426,"Changhwa Kim"
401644,"Omer Reingold"
1319151,"Sandra Baldassarri"
205039,"Deming Chen"
368883,"Jun Bi"
1351924,"Sébastien Konieczny"
631027,"Joseph Torrellas"
532733,"Franck Nielsen"
1646847,"David Sachs"
696575,"Rubén Tous"
1351935,"Gert-Jan de Vreede"
991490,"George T. Edwards"
205055,"Deji Chen"
565505,"Jian Chu"
696586,"Hong Linh Truong"
1220876,"Rita Casadio"
73999,"Ireneusz Czarnowski"
303377,"Henny B. Sipma"
1024279,"Kimiaki Shirahama"
1188119,"Wolfgang Günther"
991514,"James F. Kurose"
762144," Robby"
1253669,"M. Goldwurm"
368935,"M W Bern"
434475,"M. Leo"
926003,"John G. Breslin"
565559,"Hui Zhang"
74039,"M. Shaw"
565561,"K. S. Chin"
532796,"D. Scott McCrickard"
1089856,"Bert J. Dempsey"
1089857,"Oscar Esparza"
303427,"Toramatsu Shintani"
1155397,"William C. Regli"
74060,"Lynn D. Wilcox"
926030,"F. Paternó"
1089877,"Vincent Lepetit"
1581401,"Yiannis Aloimonos"
860509,"Inés Couso"
500074,"Sang Uk Lee"
860523,"Juan C. Vidal"
237932,"Eugenio Roanes-Lozano"
1581426,"Csaba D. Tóth"
926075,"Klaus Berberich"
401787,"V I Varshavskii"
1122685,"James Aweya"
1581440,"Christopher Kiekintveld"
106881,"Vladimír Vasek"
500099,"Yinhe Han"
1024389,"Maki Sugimoto"
1155463,"A. De Santis"
270730,"Paola Velardi"
336271,"H R Nielson"
827791,"Jason Van Hulse"
270737,"James T. Kwok"
336281,"Ken-ichi Matsumoto"
500124,"Wouter Weerkamp"
1483164,"Tsong Yueh Chen"
1253788,"Jose Suarez"
270748,"G. Santucci"
631200,"Alfonso Pierantonio"
795044,"Sam Guinea"
663976,"Joachim Kneis"
1614250,"Yukiko Kawai"
139693,"Adam Manzanares"
1679790,"José Alfredo Tirado-Méndez"
565679,"M Israeli"
8626,"Yu-Kwong Kwok"
795059,"Yiqun Hu"
1679798,"Daniel Keysers"
532921,"Shenghuo Zhu"
1679805,"Joaquim Madeira"
958911,"P. P. Demestichas"
795072,"Srinivas Ramanathan"
8650,"Curtis R. Cook"
827852,"Dirk Thierens"
303568,"Carlo Sartiani"
598481,"Azzedine Boukerche"
860626,"Shengchao Qin"
369108,"Sancho Salcedo-Sanz"
1614292,"M. Gössel"
369111,"Fionn Murtagh"
1122782,"Bhagirath Narahari"
106975,"Qi Zhang"
41446,"Shirley Moore"
860648,"Federica Paci"
336362,"Samuel Silva"
1155563,"Vincenzo Niola"
926186,"Yumi Iwashita"
1188332,"Ki-Ryong Kwon"
1253878,"F. J. Suárez"
598521,"Falk Howar"
598523,"Murat Yuksel"
893437,"Eduardo Ogasawara"
238082,"Vicente Milanés"
1090051,"Francisco J. Cazorla"
1319427,"S. D. Prestwich"
795145,"D. J. Walton"
1352202,"Marc C. W. Geilen"
729611,"B. A. Parvin"
1253903,"Gilles Bailly"
533008,"E. -H. Wu"
533012,"Sencun Zhu"
1122837,"Bertrand Mazure"
1090070,"Hojung Cha"
729623,"Faustino Gomez"
41498,"Marco A. A. Winckler"
1581595,"Sung-Bong Yang"
1679900,"F. Graziosi"
1319452,"Alessandra Setti"
1286686,"Hideaki Nii"
1352223,"Jianqiang Yi"
369182,"M. Frans Kaashoek"
860703,"C. Schnörr"
1516069,"Fernando G. Moraes"
795174,"Francky Catthoor"
238118,"D. J. Hand"
795175,"Nathalie Colineau"
205353,"Wiro J. Niessen"
303658,"Daisuke Takahashi"
827941,"Xiaofei Xu"
1516076,"Pallab Dasgupta"
959022,"Leonardo Trujillo"
1679922,"Álvaro Rodrigo"
1319479,"Pierrette Bouillon"
205379,"Benoit Baudry"
1155653,"Naofumi Homma"
959045,"Robert Elsässer"
729680,"A. J. C. van Gemund"
1253972,"Jan De Cock"
664149,"Luigi Coppolino"
1057366,"Chris Rouff"
795221,"Joaquim Bento Cavalcante-Neto"
827994,"Seiichi Nakamori"
1352282,"Wang Yi"
795228,"Roberto Centeno"
369252,"Denis Gracanin"
205419,"J. T. Fernández-Breis"
500332,"Daniel Barbara"
1679981,"Bronislava Brejová"
1352301,"M. D. Fisher"
369264,"Luis Orozco Barbosa"
500339,"Yoshiaki Fukazawa"
467573,"Shmuel Zaks"
467576,"Harald Hempel"
1614457,"Martin Robillard"
1090170,"Geoff Coulson"
533114,"Paddy Nixon"
8834,"Linda I. O'Leary"
926339,"Bhavani M. Thuraisingham"
1680007,"Kaihua Xu"
565897,"Elaine J. Weyuker"
1188492,"Paulo Borba"
500365,"M. Amamiya"
860814,"D. Dubois"
1024657,"Malu Castellanos"
959122,"Murali Jayapala"
762517,"Zhuo Fang"
205462,"Montek Singh"
1090200,"Chryssis Georgiou"
434841,"T. Rauber"
533146,"Kui Wu"
828059,"Till Riedel"
664224,"L. Paletta"
1122982,"Richard Wheeler"
1352365,"Martin Klein"
729775,"Atul Prakash"
107185,"Junji Yamato"
271030,"Sing Bing Kang"
434870,"P. David Stotts"
1516216,"Dalibor Biolek"
533177,"Kesheng Wu"
533174,"Kaijie Wu"
1188539,"Marc Denecker"
467643,"L. Stougie"
1090241,"Akito Monden"
1352385,"Kamin Whitehouse"
238275,"Rui Zhou"
467652,"Shing-Tung Yau"
1417930,"Daniel Große"
74442,"Claudia Canali"
1319627,"Pinal Dave"
1155792,"Venkataramanan Balakrishnan"
860881,"Hadas Shachnai"
828113,"Yoshiteru Nakamori"
1581783,"Matthias Scheutz"
1417946,"Markus Püschel"
1188571,"Andrzej Uszok"
500451,"Erhard Rahm"
828137,"R. Díaz-Redondo"
1286889,"Wei Fan"
41708,"Andreas F. Molisch"
1254126,"James H. Davenport"
566003,"Wei-Ngan Chin"
369398,"S. Gaglio"
8950,"Shuqiang Jiang"
107255,"Francesco Di Tria"
991991,"Gabriel Ciobanu"
729853,"Marco Lanuzza"
991998,"Carl F. Kesselman"
8958,"Jeong woo Son"
959232,"Bruce Schneier"
664321,"Davy De Schrijver"
107265,"Jean-Luc Hainaut"
369409,"Kiichi Urahama"
795391,"Juan Zamorano"
1352460,"Rosario G. Garroppo"
1647372,"Joseph Y. Halpern"
533268,"Mengxia Zhu"
1090325,"Chun-hsien Chen"
107293,"Radu Dobrescu"
1254175,"CORPORATE IEEE, Institute of Electrical and Electronics Engineers, Inc. Staff"
1155872,"Dinh Q. Phung"
1319712,"Francisco Gallegos-Funes"
1286947,"Zhanshan Wang"
140068,"David Hovemeyer"
1483557,"C. León"
303909,"Jan Broeckhove"
238386,"A. I. T. Rowstron"
172850,"Mugurel Ionut Andreica"
828212,"Rajesh Kamal Garg"
566069,"Michael Backes"
467765,"Pavel Vrba"
1057595,"William Y. Chen"
271166,"Chetan K. Gupta"
74560,"S. H. Muggleton"
41797,"Mathieu Desbrun"
1254219,"P E Dunne"
959311,"A de Luca"
828240,"P Ragde"
1385298,"Are Hjørungnes"
402258,"Albert Rubio"
74586,"R. J. Howlett"
762714,"Guoying Zhao"
533339,"Robert H. Klenke"
762715,"Frank McCown"
533342,"Yves Moreau"
1319777,"Masayuki Murata"
1418083,"Duan-Shin Lee"
500581,"Hiroshi Shigeno"
1614694,"Ruixuan Li"
107367,"Mark Hoogendoorn"
9066,"T. O'Neill"
369525,"Ming Wan"
1418103,"H. Mahmoodi"
893815,"Xiangrong Zhang"
1483641,"Sangeetha Kutty"
1287034,"Jiuxiang Dong"
1483643,"Ludovic Perret"
1188734,"Bin Yang"
992127,"Lawrence O Hall"
1024898,"B. A. Schmitt"
795526,"Joachim Gudmundsson"
1221511,"Jiri Schindler"
959366,"N. Bencomo"
1614728,"Eli Biham"
1123210,"M. L. Gini"
304008,"Francesco Ranzato"
828303,"Rong-Jyue Fang"
992143,"Gary Klein"
500625,"Jose Diaz"
566163,"Mark Johnston"
304024,"Joel Sommers"
959385,"Neill W. Campbell"
828319,"Xiaojun Ruan"
304033,"Fabricio Benevenuto"
467874,"Marina Yusoff"
1581989,"Ian Rithven"
500647,"V. Ya. Kreinovich"
1647536,"Oliver Bimber"
1024945,"Linda S. Hjorth"
271284,"Javier A. Bargas-Avila"
926646,"C. Ardito"
